time_sec,ppg_signal,subject_id,heart_rate_bpm
0.0,0.5094574649705004,0,60
0.008006405124099279,0.5270516188057338,0,60
0.016012810248198558,0.5665182129027266,0,60
0.024019215372297835,0.5970023303095108,0,60
0.032025620496397116,0.626723937639055,0,60
0.040032025620496396,0.6643545218450068,0,60
0.04803843074459567,0.6980830504955317,0,60
0.05604483586869495,0.7296563428355844,0,60
0.06405124099279423,0.7866770665983315,0,60
0.07205764611689351,0.7808759841921713,0,60
0.08006405124099279,0.8399478769239412,0,60
0.08807045636509207,0.8660106410290436,0,60
0.09607686148919134,0.8926279708925711,0,60
0.10408326661329062,0.9211201581207603,0,60
0.1120896717373899,0.9109085330303067,0,60
0.12009607686148918,0.9632869890039356,0,60
0.12810248198558846,0.9406950588334598,0,60
0.13610888710968774,0.9458812145124285,0,60
0.14411529223378702,0.9647062460538406,0,60
0.1521216973578863,0.9841270762613472,0,60
0.16012810248198558,0.9507217590244359,0,60
0.16813450760608487,1.0145882638081587,0,60
0.17614091273018415,0.9897126014782919,0,60
0.18414731785428343,1.0362389661958251,0,60
0.19215372297838268,0.9928952134096172,0,60
0.20016012810248196,0.9978077890640175,0,60
0.20816653322658124,0.9317999299360444,0,60
0.21617293835068052,1.015730354962889,0,60
0.2241793434747798,0.9621803413296853,0,60
0.23218574859887908,0.9573691623762983,0,60
0.24019215372297836,0.9556580820032048,0,60
0.24819855884707764,0.9314146005338441,0,60
0.2562049639711769,0.9484514422213535,0,60
0.2642113690952762,0.9400323747784599,0,60
0.2722177742193755,0.9110201343012357,0,60
0.28022417934347477,0.8742448032239037,0,60
0.28823058446757405,0.8671723574707686,0,60
0.2962369895916733,0.823107392148265,0,60
0.3042433947157726,0.8320918375922465,0,60
0.3122497998398719,0.8314913427442082,0,60
0.32025620496397117,0.8119163830660493,0,60
0.32826261008807045,0.7795138790315425,0,60
0.33626901521216973,0.7679671160595494,0,60
0.344275420336269,0.741440132263198,0,60
0.3522818254603683,0.7291902216304393,0,60
0.3602882305844676,0.7036230906914631,0,60
0.36829463570856685,0.706774057150411,0,60
0.37630104083266613,0.6535131996178554,0,60
0.38430744595676536,0.695304910680291,0,60
0.39231385108086464,0.6235043527350048,0,60
0.4003202562049639,0.6035693740217272,0,60
0.4083266613290632,0.6412529589759277,0,60
0.4163330664531625,0.6152747564899546,0,60
0.42433947157726176,0.5679965853199752,0,60
0.43234587670136104,0.570064342724112,0,60
0.4403522818254603,0.5591341447293137,0,60
0.4483586869495596,0.5798454379107895,0,60
0.4563650920736589,0.5451573486676786,0,60
